date,min,max,median,q1,q3,stdev,count
2020-03-30T00:00:00.000Z,0.55,1.6,1,0.8,1.11,0.219,144
2020-03-31T00:00:00.000Z,0.76,3.3,1.46,1.14,1.75,0.512,336
2020-04-01T00:00:00.000Z,1.38,5.67,2.5,2.13,3.14,0.751,232
2020-04-02T00:00:00.000Z,1.3,5.8,3.26,2.67,3.98,0.815,467
2020-04-03T00:00:00.000Z,1.06,4.59,2.1,1.6,3.04,0.815,485
2020-04-04T00:00:00.000Z,1.22,14.6,2.75,1.9,5.44,3.149,533
2020-04-05T00:00:00.000Z,1.85,21.93,3.35,2.71,14.22,6.158,544
2020-04-06T00:00:00.000Z,3.17,13.68,9.16,6.47,10.62,2.889,526
2020-04-07T00:00:00.000Z,1.62,23.32,2.66,2.27,9.59,5.927,459
2020-04-08T00:00:00.000Z,1.5,5.92,2.41,2.1,2.75,0.594,494
2020-04-09T00:00:00.000Z,0.8,10.27,1.74,1.3,4.88,2.765,480
2020-04-10T00:00:00.000Z,0.9,7.26,3.52,2.68,4.25,1.262,535
2020-04-11T00:00:00.000Z,3.95,8.89,5.28,5.01,6.62,1.069,157
2020-04-12T00:00:00.000Z,1,14.4,4.99,2.22,6.2,3.18,586
2020-04-13T00:00:00.000Z,0.48,4.44,1.21,0.98,1.65,0.76,584
2020-04-14T00:00:00.000Z,0.65,4.18,1.12,0.92,2,0.794,569
2020-04-15T00:00:00.000Z,3.36,8.02,4.62,4.04,5.65,1.115,525
2020-04-16T00:00:00.000Z,1.14,6.05,2.13,1.7,3.37,0.971,513
2020-04-17T00:00:00.000Z,0.46,7.13,1.06,0.75,2.16,1.467,583
2020-04-18T00:00:00.000Z,0.5,3.7,1.24,0.95,1.56,0.473,587
2020-04-19T00:00:00.000Z,0.45,2.43,0.99,0.75,1.48,0.424,571
2020-04-20T00:00:00.000Z,0.32,10.25,1.42,1,1.98,1.673,515
2020-04-21T00:00:00.000Z,0.52,3.64,1.18,0.9,2.25,0.814,385
2020-04-22T00:00:00.000Z,0.4,6.02,1.27,0.8,2.22,1.008,418
2020-04-23T00:00:00.000Z,0.92,13.24,3.54,2.1,4.88,2.337,480
2020-04-24T00:00:00.000Z,1,10.32,4.3,3.36,6.94,2.398,543
2020-04-25T00:00:00.000Z,0.22,10.8,1.23,0.83,1.4,0.736,512
2020-04-26T00:00:00.000Z,0.6,4.96,1.8,1.54,2.24,0.715,560
2020-04-27T00:00:00.000Z,2.4,10.78,5.3,3.41,7.1,1.941,536
2020-04-28T00:00:00.000Z,0.65,7.41,1.87,1.23,2.62,1.183,407
2020-04-29T00:00:00.000Z,0.9,33.72,1.5,1.3,1.88,2.529,514
2020-04-30T00:00:00.000Z,1.2,54.56,5.42,2.76,8.27,5.784,541
2020-05-01T00:00:00.000Z,0.85,31.15,3.99,1.96,11.75,5.039,555
2020-05-02T00:00:00.000Z,0.49,14.07,5.03,1.9,9.11,3.812,543
2020-05-03T00:00:00.000Z,1.48,16.32,2.88,2.12,7.8,3.818,578
2020-05-04T00:00:00.000Z,0.5,3.85,1.12,0.88,2.54,0.914,530
2020-05-05T00:00:00.000Z,0.48,1.82,0.86,0.74,1.28,0.312,499
2020-05-06T00:00:00.000Z,0.97,6.46,2.38,1.63,2.82,0.772,595
2020-05-07T00:00:00.000Z,2.11,13,4.65,4.08,5.59,1.209,392
2020-05-08T00:00:00.000Z,3.88,11.92,6.82,5.05,8,1.847,351
2020-05-09T00:00:00.000Z,1.99,22.08,4.43,2.92,9.14,5.762,338
2020-05-10T00:00:00.000Z,0.88,27.93,17.63,7.08,25.48,8.892,246
2020-05-11T00:00:00.000Z,0.4,1.58,0.75,0.63,0.93,0.206,355
2020-05-12T00:00:00.000Z,0.74,4.9,1.35,1.08,1.66,0.617,482
2020-05-13T00:00:00.000Z,0.38,1.85,0.75,0.65,0.9,0.216,479
2020-05-14T00:00:00.000Z,0.84,3.72,1.36,1.12,1.6,0.479,460
2020-05-15T00:00:00.000Z,1.1,4.22,1.87,1.6,2.24,0.485,540
2020-05-16T00:00:00.000Z,1.18,3.88,2.25,1.92,3.07,0.654,337
2020-05-17T00:00:00.000Z,1.14,4.75,1.71,1.52,2.6,0.779,542
2020-05-18T00:00:00.000Z,1.15,19.32,2.25,1.68,3.32,1.528,464
2020-05-19T00:00:00.000Z,0.65,9.33,1.29,0.96,5.3,2.685,550
2020-05-20T00:00:00.000Z,0.72,8.61,2.04,1.32,2.57,1.259,556
2020-05-21T00:00:00.000Z,1.12,10.75,2.29,1.85,4.42,2.335,517
2020-05-22T00:00:00.000Z,0.8,2.12,1.3,1.06,1.54,0.282,546
2020-05-23T00:00:00.000Z,1.95,16.87,5.27,3.87,8.27,3.2,515
2020-05-24T00:00:00.000Z,1.4,5.63,3.47,3,4.09,0.809,538
2020-05-25T00:00:00.000Z,1,7.9,3.3,2,5.13,1.709,550
2020-05-26T00:00:00.000Z,0.6,7.2,2,1.33,3.6,1.423,504
2020-05-27T00:00:00.000Z,1.23,12.73,3.63,2.7,5.33,2.625,521
2020-05-28T00:00:00.000Z,0.65,7.13,1.5,1.21,3.49,1.471,544
2020-05-29T00:00:00.000Z,0.98,12.83,1.8,1.52,2.22,1.96,544
2020-05-30T00:00:00.000Z,0.5,12.93,1.23,0.9,2.63,1.282,570
2020-05-31T00:00:00.000Z,0.17,4.93,0.7,0.6,0.83,0.327,504
2020-06-01T00:00:00.000Z,0.2,2,0.7,0.5,1.1,0.412,494
2020-06-02T00:00:00.000Z,0.5,4.26,1.27,1.03,1.7,0.469,534
2020-06-03T00:00:00.000Z,0.4,6.07,1.52,1,2.5,1.245,462
2020-06-04T00:00:00.000Z,0.7,4.59,2.2,1.43,2.63,0.81,537
2020-06-05T00:00:00.000Z,0.3,9.23,1.1,0.8,3.5,1.725,457
2020-06-06T00:00:00.000Z,0.43,4.47,1.23,0.9,1.8,0.885,494
2020-06-07T00:00:00.000Z,0.8,6.13,2.62,1.5,3.7,1.199,544
2020-06-08T00:00:00.000Z,0.5,16.93,1.7,1.3,2.4,1.436,532
2020-06-09T00:00:00.000Z,0.95,5.9,2,1.55,2.75,0.881,497
2020-06-10T00:00:00.000Z,0.7,4.2,1.97,1.43,2.4,0.728,528
2020-06-11T00:00:00.000Z,0.4,5.57,1.23,0.9,1.57,0.491,564
2020-06-12T00:00:00.000Z,1.2,10.47,4.9,3.84,6.1,1.735,578
2020-06-13T00:00:00.000Z,1.2,13.05,5.35,2.1,9.48,3.876,550
2020-06-14T00:00:00.000Z,0.8,3.2,1.45,1.23,2.37,0.66,342
2020-06-15T00:00:00.000Z,0.9,6.18,1.6,1.3,1.9,0.572,565
2020-06-16T00:00:00.000Z,1.6,4.59,2.6,2.25,3,0.589,575
2020-06-17T00:00:00.000Z,1,8.36,2.4,1.87,4,1.762,551
2020-06-18T00:00:00.000Z,0.8,64.37,1.8,1.48,2.36,2.915,501
2020-06-19T00:00:00.000Z,2.2,17.8,4.7,3.4,10.43,3.916,488
2020-06-20T00:00:00.000Z,4.22,17.63,6,5.3,9.27,3.328,583
2020-06-21T00:00:00.000Z,3.67,17.13,7,6,10.57,3.466,580
2020-06-22T00:00:00.000Z,0.8,11.53,1.9,1.4,6.07,3.288,563
2020-06-23T00:00:00.000Z,1.3,4.87,2.33,2.04,2.6,0.41,571
2020-06-24T00:00:00.000Z,1.52,7.4,2.6,2.29,3.03,0.855,587
2020-06-25T00:00:00.000Z,0.98,9.13,2.4,1.92,3.4,1.389,570
2020-06-26T00:00:00.000Z,2.47,8.13,4.5,3.5,6.1,1.474,563
2020-06-27T00:00:00.000Z,1.65,10.87,2.83,2.42,7.23,2.685,523
2020-06-28T00:00:00.000Z,1.4,15.37,2.83,2.17,10.57,4.207,455
2020-06-29T00:00:00.000Z,0.8,2.9,1.55,1.3,1.83,0.398,480
2020-06-30T00:00:00.000Z,1.47,4.8,2.33,2.06,2.77,0.585,470
2020-07-01T00:00:00.000Z,0.9,6.57,2.2,1.62,2.83,1.157,459
2020-07-02T00:00:00.000Z,0.7,14,1.46,1.17,3.3,2.304,452
2020-07-03T00:00:00.000Z,0.4,2.95,1.03,0.74,1.37,0.437,472
2020-07-04T00:00:00.000Z,0.5,7.57,3.4,2.2,4.26,1.507,499
2020-07-05T00:00:00.000Z,0.8,4.2,1.9,1.47,2.45,0.724,479
2020-07-06T00:00:00.000Z,0.55,3.1,1.8,1.4,2.17,0.465,280
2020-07-07T00:00:00.000Z,0.6,3.27,1.63,1.39,2.1,0.499,441
2020-07-08T00:00:00.000Z,0.45,2.43,1.03,0.8,1.33,0.373,447
2020-07-09T00:00:00.000Z,0.56,2.5,1.1,0.9,1.33,0.297,478
2020-07-10T00:00:00.000Z,0.7,15,1.4,1.2,1.77,1.263,455
2020-07-11T00:00:00.000Z,0.4,3.27,1.2,0.9,1.7,0.521,336
2020-07-12T00:00:00.000Z,0.43,3.73,1.4,1.1,2.1,0.742,428
2020-07-13T00:00:00.000Z,0.7,2.8,1.4,1.2,1.63,0.317,420
2020-07-14T00:00:00.000Z,0.97,12.23,1.87,1.36,3.39,2.47,441
2020-07-15T00:00:00.000Z,1.6,18.47,2.43,2.1,3.3,4.675,357
2020-07-16T00:00:00.000Z,0.97,6.03,2.27,1.8,3.2,1.006,338
2020-07-17T00:00:00.000Z,0.37,4.07,1.4,0.93,2.02,0.73,496
2020-07-18T00:00:00.000Z,0.82,15.27,1.53,1.3,1.93,0.81,466
2020-07-19T00:00:00.000Z,0.8,6.7,3.4,1.6,4.2,1.382,172
2020-07-20T00:00:00.000Z,0.9,14.37,1.46,1.27,3.3,2.76,214
2020-07-21T00:00:00.000Z,0.5,2.57,1.4,1,1.8,0.481,269
2020-07-22T00:00:00.000Z,0.53,5.3,1.1,0.9,1.6,0.52,273
2020-07-23T00:00:00.000Z,0.3,3.88,0.9,0.62,1.3,0.568,302
2020-07-24T00:00:00.000Z,0.47,9.23,2.8,1.12,4.37,2.184,384
2020-07-25T00:00:00.000Z,0.7,2.4,1.1,0.9,1.73,0.44,83
2020-07-26T00:00:00.000Z,0.8,5.8,2.8,1.63,4.3,1.435,446
2020-07-27T00:00:00.000Z,1.1,6.83,2.87,1.57,4.13,1.362,283
2020-07-28T00:00:00.000Z,0.9,4.83,2.23,1.63,3.5,1.049,424
2020-07-29T00:00:00.000Z,0.9,2.8,1.6,1.37,1.87,0.381,334
2020-07-30T00:00:00.000Z,0.9,16.5,1.53,1.35,1.73,0.786,420
2020-07-31T00:00:00.000Z,1.12,14.9,2.2,1.82,2.6,1.125,424
2020-08-01T00:00:00.000Z,0.6,4.67,1.27,0.98,2.06,1.014,421
2020-08-02T00:00:00.000Z,0.75,10.5,2.06,1.55,3.17,2.025,411
2020-08-03T00:00:00.000Z,0.5,4.5,1.37,0.93,2.52,0.968,414
2020-08-04T00:00:00.000Z,0.52,2.8,1.1,0.88,1.46,0.469,473
2020-08-05T00:00:00.000Z,0.9,6.22,1.52,1.3,1.7,0.345,509
2020-08-06T00:00:00.000Z,1.02,2.87,1.6,1.4,2.06,0.401,390
2020-08-07T00:00:00.000Z,1.05,5.09,2,1.6,2.47,0.77,520
2020-08-08T00:00:00.000Z,1.77,24.4,3.78,3.4,4.12,1.224,465
2020-08-09T00:00:00.000Z,2.02,7.3,3.93,3.2,5.07,1.256,525
2020-08-10T00:00:00.000Z,1.1,15.43,4.22,2.74,5.7,3.691,525
2020-08-11T00:00:00.000Z,0.7,3.3,1.35,1.08,1.77,0.495,529
2020-08-12T00:00:00.000Z,0.4,6.4,1.4,1.08,1.89,0.827,525
2020-08-13T00:00:00.000Z,1,10.43,1.8,1.48,2.7,1.051,533
2020-08-14T00:00:00.000Z,0.9,6.1,2.35,1.98,3.1,1.042,477
2020-08-15T00:00:00.000Z,2.37,10.77,4.47,3.62,5.53,1.327,534
2020-08-16T00:00:00.000Z,2.85,33.86,4.63,3.92,7.37,4.25,535
2020-08-17T00:00:00.000Z,2.72,9.13,4.54,3.47,6.87,1.847,530
2020-08-18T00:00:00.000Z,3.7,19.07,6.4,4.82,12.05,3.951,524
2020-08-19T00:00:00.000Z,2.47,23.53,7.9,3.96,15.43,5.694,520
2020-08-20T00:00:00.000Z,1.95,14.4,4.73,2.97,7.85,3.058,524
2020-08-21T00:00:00.000Z,2.29,13.53,5.17,3.91,7.05,2.139,512
2020-08-22T00:00:00.000Z,1.53,26.6,2.56,2.29,3.09,2.194,468
2020-08-23T00:00:00.000Z,0.4,3.27,1.53,1,2.02,0.638,495
2020-08-24T00:00:00.000Z,0.7,5.09,1.3,1.1,1.7,0.482,424
2020-08-25T00:00:00.000Z,0.43,3.23,0.9,0.8,1.1,0.308,446
2020-08-26T00:00:00.000Z,0.3,5.43,1.9,1.03,2.8,1.128,456
2020-08-27T00:00:00.000Z,0.6,3.8,1.3,1,1.7,0.53,515
2020-08-28T00:00:00.000Z,0.6,7.6,1.73,1.1,2.37,1.043,469
2020-08-29T00:00:00.000Z,0.47,10.47,2.15,1.08,5.83,2.66,472
2020-08-30T00:00:00.000Z,0.37,12.27,1.39,0.9,5.22,2.93,412
2020-08-31T00:00:00.000Z,0.2,2.47,0.6,0.47,0.9,0.342,467
2020-09-01T00:00:00.000Z,0.3,5.2,0.9,0.6,1.5,0.798,409
2020-09-02T00:00:00.000Z,0.6,4.8,1.5,1.23,3.32,1.173,480
2020-09-03T00:00:00.000Z,0.7,10.5,2,1.5,2.8,1.505,468
2020-09-04T00:00:00.000Z,0.8,8.97,1.8,1.4,2.2,1.594,479
2020-09-05T00:00:00.000Z,0.7,4,2.1,1.47,2.63,0.727,479
2020-09-06T00:00:00.000Z,0.5,2.37,1.4,1,1.7,0.414,477
2020-09-07T00:00:00.000Z,0.6,8.77,1.37,1.1,1.6,0.587,441
2020-09-08T00:00:00.000Z,0.6,8.19,2.4,1.7,4.76,1.818,378
2020-09-09T00:00:00.000Z,1.1,20.43,3.27,2.27,8.02,5,399
2020-09-10T00:00:00.000Z,0.8,4.09,1.79,1.3,2.99,0.938,352
2020-09-11T00:00:00.000Z,1,6.17,2.7,2,3.1,0.766,314
2020-09-12T00:00:00.000Z,0.6,10.33,4.59,3.73,5.4,1.561,294
2020-09-13T00:00:00.000Z,2.06,6.5,4.2,3.63,4.83,0.901,367
2020-09-14T00:00:00.000Z,2.54,15.53,4.16,3.6,5.77,2.904,300
2020-09-15T00:00:00.000Z,2.95,23.4,9.05,4.4,14.37,5.282,254
2020-09-16T00:00:00.000Z,0.2,0.93,0.35,0.3,0.47,0.132,38
2020-09-17T00:00:00.000Z,0.2,1.5,0.6,0.5,0.8,0.246,151
2020-09-18T00:00:00.000Z,0.6,2.23,1.1,0.9,1.35,0.336,329
2020-09-19T00:00:00.000Z,1.63,21.43,3.87,2.6,5.47,2.245,316
2020-09-20T00:00:00.000Z,2.7,27.47,6.1,4.2,8.89,5.643,237
2020-09-21T00:00:00.000Z,1.98,25.73,12.82,7.77,15.27,4.55,230
2020-09-22T00:00:00.000Z,3.4,23.33,9.25,4.97,17.57,6.351,342
2020-09-23T00:00:00.000Z,4.5,71.2,22.49,12.45,33.67,12.458,446
2020-09-24T00:00:00.000Z,1.33,41.2,2.7,2.02,22.33,12.702,470
2020-09-25T00:00:00.000Z,1,14.93,6.17,3.12,7.6,2.927,348
2020-09-26T00:00:00.000Z,0.6,15.43,2.5,1.67,12.4,5.161,275
2020-09-27T00:00:00.000Z,6.33,20.83,11.32,8.98,13.84,3.333,232
2020-09-28T00:00:00.000Z,0.7,12.13,4.37,2.25,7.47,2.62,268
2020-09-29T00:00:00.000Z,1.05,13.63,6.73,4.26,9.33,3.362,263
2020-09-30T00:00:00.000Z,1.77,25.98,11.9,4.61,17.45,6.842,393
2020-10-01T00:00:00.000Z,3.43,19.39,8.93,6.8,11.7,3.299,309
2020-10-02T00:00:00.000Z,2.29,21,10.37,4.59,13.2,4.875,279
2020-10-03T00:00:00.000Z,5.47,23.37,11.5,7.87,15.17,4.445,270
2020-10-04T00:00:00.000Z,0.7,17.47,6.02,1.6,12.7,5.941,316
2020-10-05T00:00:00.000Z,0.5,14.73,1.3,1,4.63,4.04,315
2020-10-06T00:00:00.000Z,0.63,8.6,2.57,2,3.77,1.376,335
2020-10-07T00:00:00.000Z,0.67,4.9,3.03,1.83,3.8,1.115,331
2020-10-08T00:00:00.000Z,0.5,5.09,2.27,1.8,2.7,0.72,326
2020-10-09T00:00:00.000Z,0.5,2.8,1.7,1.33,1.93,0.419,358
2020-10-10T00:00:00.000Z,0.5,5.43,1.12,0.9,1.8,0.972,417
2020-10-11T00:00:00.000Z,0.8,4.57,1.6,1.3,1.9,0.478,433
2020-10-12T00:00:00.000Z,0.3,22.9,2.06,1.3,3.43,2.336,351
2020-10-13T00:00:00.000Z,0.4,10.19,1.6,1.2,4.43,2.397,421
2020-10-14T00:00:00.000Z,0.33,1.4,0.7,0.6,0.8,0.145,403
2020-10-15T00:00:00.000Z,0.5,2.1,0.9,0.8,1,0.244,419
2020-10-16T00:00:00.000Z,0.4,4.87,0.9,0.7,1.23,0.614,430
2020-10-17T00:00:00.000Z,0.2,14.97,1.1,0.8,1.5,0.962,428
2020-10-18T00:00:00.000Z,0.23,2.67,1.07,0.7,1.53,0.546,450
2020-10-19T00:00:00.000Z,0.73,4.37,1.6,1.29,2.09,0.677,437
2020-10-20T00:00:00.000Z,3.9,20.6,11.1,6.93,14.5,4.075,453
2020-10-21T00:00:00.000Z,2.97,36.93,16.3,8.19,27.92,10.216,432
2020-10-22T00:00:00.000Z,0.9,5.2,2.57,1.97,3.03,0.811,424
2020-10-23T00:00:00.000Z,0.56,8,2.83,1.89,3.47,1.695,424
2020-10-24T00:00:00.000Z,1.5,38.17,4.51,2.7,14.27,9.657,440
2020-10-25T00:00:00.000Z,0.9,11,1.93,1.43,2.4,1.7,478
2020-10-26T00:00:00.000Z,1.63,13.07,3.47,2.7,4.48,1.935,473
2020-10-27T00:00:00.000Z,1.87,13.7,4.13,3.1,6.13,2.941,454
2020-10-28T00:00:00.000Z,0.97,6.83,3.23,2.1,3.93,1.139,467
2020-10-29T00:00:00.000Z,0.9,35.17,2.93,1.9,3.5,1.845,458
2020-10-30T00:00:00.000Z,0.47,9.02,3.47,1.67,4.87,1.865,481
