date,min,max,median,q1,q3,stdev,count
2023-08-06T00:00:00.000Z,0.1,10.48,2.2,0.9,2.99,1.395,584
2023-08-07T00:00:00.000Z,0,5.93,1.06,0.25,2.17,1.08,586
2023-08-08T00:00:00.000Z,0.7,2.95,1.48,1.23,1.73,0.383,588
2023-08-09T00:00:00.000Z,0.6,3.08,1.45,1.2,1.75,0.404,582
2023-08-10T00:00:00.000Z,0.75,4.59,1.5,1.3,1.77,0.548,567
2023-08-11T00:00:00.000Z,0.77,267.05,1.6,1.27,2.22,14.567,578
2023-08-12T00:00:00.000Z,1.2,16.5,3.25,1.75,5.4,3.071,589
2023-08-13T00:00:00.000Z,2.4,16.32,6.71,4.55,9.74,3.433,252
2023-08-20T00:00:00.000Z,4.2,10.98,6,5.32,6.78,1.258,229
2023-08-21T00:00:00.000Z,0.75,12.38,2.7,1.45,5.5,2.868,572
2023-08-22T00:00:00.000Z,0.5,10.07,2.08,1.58,4.4,2.02,582
2023-08-23T00:00:00.000Z,1,7.03,2.29,1.8,3.25,1.467,584
2023-08-24T00:00:00.000Z,0.9,10.52,2.64,1.38,4.22,2.128,582
2023-08-25T00:00:00.000Z,1.3,37.95,15.05,5.2,20.02,10.321,579
2023-08-26T00:00:00.000Z,0.7,35.38,9.02,1.9,22.02,10.518,586
2023-08-27T00:00:00.000Z,1.14,8.44,3,2.1,4.73,1.644,565
2023-08-28T00:00:00.000Z,0.63,6.25,1.5,1,3.3,1.448,583
2023-08-29T00:00:00.000Z,0.8,28.1,1.77,1.4,2.9,1.929,569
2023-08-30T00:00:00.000Z,0.9,3.08,1.5,1.27,1.7,0.33,558
2023-08-31T00:00:00.000Z,1,6.72,2.72,1.8,4.47,1.471,551
2023-09-01T00:00:00.000Z,0.77,7.4,1.92,1.3,3.41,1.717,553
2023-09-02T00:00:00.000Z,1.27,9.18,2.75,1.9,4.7,1.915,577
2023-09-03T00:00:00.000Z,1.2,10.05,2,1.79,2.29,0.551,561
2023-09-04T00:00:00.000Z,1.17,11.63,3.62,2.34,5.09,1.978,560
2023-09-05T00:00:00.000Z,1.65,22.17,4.68,2.5,13.52,6.004,491
2023-09-06T00:00:00.000Z,2.65,8.94,5.32,4.7,6.43,1.233,450
2023-09-07T00:00:00.000Z,2.22,8.68,4.59,3.3,5.82,1.426,532
2023-09-08T00:00:00.000Z,1.9,11.9,5.43,3.15,8.05,2.654,504
2023-09-09T00:00:00.000Z,3.17,14.9,9.44,5.8,10.57,2.864,506
2023-09-10T00:00:00.000Z,5.09,26.8,13.4,8.73,17.66,5.535,529
2023-09-18T00:00:00.000Z,2.83,11.27,6.4,4.8,8.63,2.183,570
2023-09-19T00:00:00.000Z,0.9,5.7,1.8,1.55,2.15,0.873,557
2023-09-20T00:00:00.000Z,1.12,3.05,1.9,1.7,2.13,0.328,546
2023-09-21T00:00:00.000Z,1.95,6.3,3.5,2.96,3.9,0.654,584
2023-09-22T00:00:00.000Z,0.5,23.2,3.9,2.6,5.28,2.351,579
2023-09-23T00:00:00.000Z,0.4,4.53,2,0.98,2.72,1.002,588
2023-09-24T00:00:00.000Z,0.6,2.8,1.3,1.1,1.7,0.411,578
2023-09-25T00:00:00.000Z,0.95,4.84,2.27,1.8,3.35,0.95,583
2023-09-26T00:00:00.000Z,2.04,15.32,5.85,4.25,9.48,3.111,558
2023-09-27T00:00:00.000Z,4.57,28.45,11.68,8.44,15.13,4.547,572
2023-09-28T00:00:00.000Z,5.25,31.67,12.05,9.38,16.26,6.311,581
2023-09-29T00:00:00.000Z,1.2,37.2,9.86,6.74,16.69,6.594,584
2023-09-30T00:00:00.000Z,0.88,4.07,1.6,1.25,2.39,0.661,576
2023-10-01T00:00:00.000Z,0.88,36.7,1.6,1.34,3.53,2.545,536
2023-10-02T00:00:00.000Z,5.9,21.35,11.88,10.77,15.35,3.234,554
2023-10-03T00:00:00.000Z,0.1,27.98,6.8,1.51,14.04,7.186,569
2023-10-04T00:00:00.000Z,0.95,18.55,2.13,1.58,2.54,1.071,575
2023-10-05T00:00:00.000Z,0.5,4.82,1.2,0.9,1.65,0.862,574
2023-10-06T00:00:00.000Z,0.9,10.82,3.9,1.8,5.97,2.335,566
2023-10-07T00:00:00.000Z,0.1,18.48,0.7,0.43,1.4,1.103,565
2023-10-08T00:00:00.000Z,0.1,23.65,0.55,0.4,0.9,1.55,563
2023-10-09T00:00:00.000Z,0.35,3.97,1.1,0.8,1.9,0.679,552
2023-10-10T00:00:00.000Z,1.3,12.1,2.88,2.4,3.7,1.729,538
2023-10-11T00:00:00.000Z,0.93,14.3,7.59,2.4,9.02,3.544,564
2023-10-12T00:00:00.000Z,0.85,13.63,1.65,1.38,2,1.066,565
2023-10-13T00:00:00.000Z,0.95,14,4.18,2.04,6.32,2.53,555
2023-10-14T00:00:00.000Z,0.3,5.28,1.4,1.12,1.67,0.779,562
2023-10-15T00:00:00.000Z,0.3,3.2,1.2,0.8,1.52,0.507,579
2023-10-16T00:00:00.000Z,0.1,2.35,0.8,0.5,1.1,0.412,566
2023-10-17T00:00:00.000Z,0.4,6.25,0.94,0.77,1.2,0.544,560
2023-10-18T00:00:00.000Z,0.13,4.97,1.17,0.93,1.4,0.463,563
2023-10-19T00:00:00.000Z,0.56,5.57,1.27,1.08,1.5,0.445,555
2023-10-20T00:00:00.000Z,0.56,5.05,1.9,1.4,2.63,0.862,575
2023-10-21T00:00:00.000Z,0.77,9.18,2.29,1.67,3.6,1.771,575
2023-10-22T00:00:00.000Z,1.02,16.05,3.58,2.22,6.15,2.844,575
2023-10-23T00:00:00.000Z,0.63,3.7,1.35,1.1,1.7,0.434,582
2023-10-24T00:00:00.000Z,0.5,5.28,1.6,1.2,2.08,0.947,573
2023-10-25T00:00:00.000Z,1,4.8,2.22,1.8,2.7,0.613,576
2023-10-26T00:00:00.000Z,0.1,2.8,1.4,0.9,1.73,0.55,575
2023-10-27T00:00:00.000Z,0.17,2.9,1.2,0.93,1.55,0.494,570
2023-10-28T00:00:00.000Z,0.5,4.03,1.6,1.2,1.87,0.46,585
2023-10-29T00:00:00.000Z,0.5,10.23,2.33,1.9,5.4,2.213,578
2023-10-30T00:00:00.000Z,0.82,4.63,1.65,1.4,1.9,0.429,587
2023-10-31T00:00:00.000Z,0.2,8.48,3.53,1,4.45,1.909,586
2023-11-01T00:00:00.000Z,0.08,4.57,0.63,0.4,1.3,1.111,568
2023-11-02T00:00:00.000Z,1.9,12,4.9,3.62,6.44,1.681,545
2023-11-03T00:00:00.000Z,1.67,18.3,5.63,4.42,6.43,1.981,585
2023-11-04T00:00:00.000Z,1.1,5.97,2.67,1.85,4.15,1.22,587
2023-11-05T00:00:00.000Z,1.7,13.25,3.03,2.63,3.67,1.243,587
2023-11-06T00:00:00.000Z,0.77,11.05,2.52,2,4.63,2.503,573
2023-11-07T00:00:00.000Z,0.98,6.63,3.08,2.65,3.62,0.813,565
2023-11-08T00:00:00.000Z,0.63,8.05,2.59,1.48,4.07,1.608,578
2023-11-09T00:00:00.000Z,1.1,10,2.5,1.85,3.15,1.034,543
2023-11-10T00:00:00.000Z,0.68,19.5,1.5,1.2,2.33,1.342,491
2023-11-11T00:00:00.000Z,0.6,14.45,4.8,2,6.4,2.502,584
2023-11-12T00:00:00.000Z,0.3,7.18,1.5,0.9,2.29,1.142,356
2023-11-13T00:00:00.000Z,0.4,61.47,3.65,1.9,4.97,3.568,583
2023-11-14T00:00:00.000Z,0.6,4.55,1.9,1.58,2.4,0.629,583
2023-11-15T00:00:00.000Z,0.3,5.53,0.88,0.7,1.02,0.499,577
2023-11-16T00:00:00.000Z,0.13,15,1.07,0.7,1.77,1.48,586
2023-11-17T00:00:00.000Z,0.3,3.35,1.2,0.93,1.5,0.408,574
2023-11-18T00:00:00.000Z,0.52,7.35,1.58,1.14,2.04,0.781,572
2023-11-19T00:00:00.000Z,1.35,6.57,4.01,2.42,4.97,1.354,578
2023-11-20T00:00:00.000Z,0.95,5.68,3.03,2.38,3.82,0.936,576
2023-11-21T00:00:00.000Z,0.6,6.15,1.67,1.27,2.27,0.748,583
2023-11-22T00:00:00.000Z,0.4,16.75,1.9,1.12,2.6,1.507,586
2023-11-23T00:00:00.000Z,0.3,10.18,1.52,1,2.9,2.397,587
2023-11-24T00:00:00.000Z,0.17,9.48,0.85,0.6,1.2,0.652,587
2023-11-25T00:00:00.000Z,0.3,16.13,0.9,0.7,1.12,0.868,577
2023-11-26T00:00:00.000Z,0.45,22.85,1.12,0.9,1.52,1.489,583
2023-11-27T00:00:00.000Z,0.4,3.5,1.6,1.3,1.9,0.498,579
2023-11-28T00:00:00.000Z,0.55,30.1,1.3,1.08,1.84,1.834,589
2023-11-29T00:00:00.000Z,0.8,12.77,2.85,2.08,3.75,1.147,586
2023-11-30T00:00:00.000Z,0.77,8.27,2.6,1.6,4.5,1.814,590
2023-12-01T00:00:00.000Z,1.4,23.3,2.4,2.13,2.85,1.742,580
2023-12-02T00:00:00.000Z,1.25,33.53,2.2,1.83,2.92,2.053,535
2023-12-03T00:00:00.000Z,0.8,8.52,2.4,1.85,2.83,0.752,589
2023-12-04T00:00:00.000Z,1.42,64.4,4.78,3.2,5.93,3.143,587
2023-12-05T00:00:00.000Z,1.08,5.2,2.29,1.85,2.95,0.759,581
2023-12-06T00:00:00.000Z,2,14.55,6.07,4.63,8.77,2.759,590
2023-12-07T00:00:00.000Z,3.65,23.45,17.57,13.88,19.13,4.62,587
2023-12-08T00:00:00.000Z,2.27,17.38,9.44,7.54,12.12,3.179,585
2023-12-09T00:00:00.000Z,10.8,23.75,16.14,14.02,18.23,2.742,591
2023-12-10T00:00:00.000Z,3.3,15.8,8.98,7.05,10.73,2.447,587
2023-12-11T00:00:00.000Z,0.82,6.6,2.97,1.75,3.78,1.314,586
2023-12-12T00:00:00.000Z,1.25,4.43,2.33,1.98,2.75,0.526,589
2023-12-13T00:00:00.000Z,0.77,3.8,1.7,1.4,2.1,0.531,591
2023-12-14T00:00:00.000Z,0.83,13.6,2.33,1.4,3.51,1.587,592
2023-12-15T00:00:00.000Z,2.1,12.9,6.45,3.85,7.95,2.254,590
2023-12-16T00:00:00.000Z,1.85,9.5,4.53,3.3,6.55,1.865,589
2023-12-17T00:00:00.000Z,1.9,8.65,4.63,3.89,5.38,1.221,556
2023-12-18T00:00:00.000Z,2.5,17.55,5.65,4.55,7.69,3.138,589
2023-12-19T00:00:00.000Z,0.6,11.82,2.95,1.67,4.59,2.247,583
2023-12-20T00:00:00.000Z,0.2,3.3,1.52,1.12,2.08,0.649,587
2023-12-21T00:00:00.000Z,0.4,5.6,1.73,1.23,2.45,0.804,590
2023-12-22T00:00:00.000Z,0.2,3.83,1.3,1.05,1.55,0.458,585
2023-12-23T00:00:00.000Z,0.2,8.9,0.9,0.65,1.33,1.095,585
2023-12-24T00:00:00.000Z,0.2,12.25,1.65,1.12,2.5,1.288,577
2023-12-25T00:00:00.000Z,1.1,8.98,2.25,1.92,2.67,0.642,587
2023-12-26T00:00:00.000Z,0.1,4.28,1.45,1,2,0.717,513
2023-12-27T00:00:00.000Z,0.7,12.27,1.8,1.45,2.29,1.173,583
2023-12-28T00:00:00.000Z,1.4,5.45,2.85,2.33,3.5,0.829,586
2023-12-29T00:00:00.000Z,0.3,4.2,1.98,1.5,2.45,0.708,574
2023-12-30T00:00:00.000Z,0.2,5.13,1.55,1.02,2.1,0.716,589
2023-12-31T00:00:00.000Z,1.12,80.3,4.57,2.75,6.55,4.633,579
2024-01-01T00:00:00.000Z,0.77,25.65,14.93,12.3,17.48,5.762,580
2024-01-02T00:00:00.000Z,0.7,7.07,2.5,1.48,3.8,1.484,497
2024-01-03T00:00:00.000Z,0.75,7.7,2.25,1.67,4.19,1.676,421
2024-01-04T00:00:00.000Z,0,3.63,1,0.6,1.5,0.702,574
2024-01-05T00:00:00.000Z,0.3,3.53,1.12,0.9,1.48,0.459,574
2024-01-06T00:00:00.000Z,0.45,2,1,0.85,1.2,0.267,585
2024-01-07T00:00:00.000Z,0.3,3.22,1.35,1,1.87,0.558,585
2024-01-08T00:00:00.000Z,0.43,6.35,1.48,1,2.29,1.01,587
2024-01-09T00:00:00.000Z,2.2,10.9,4.25,3.34,5.28,1.379,581
2024-01-10T00:00:00.000Z,2.58,11.63,5.07,4.17,6.43,1.408,581
2024-01-11T00:00:00.000Z,0.5,6.65,2.1,1.1,3.41,1.55,589
2024-01-12T00:00:00.000Z,1.2,11.68,5.72,2.67,6.93,2.208,586
2024-01-13T00:00:00.000Z,0.4,8.65,2.1,1.7,4.97,2.161,588
2024-01-14T00:00:00.000Z,0.5,5.9,1.52,1.23,1.84,0.667,584
2024-01-29T00:00:00.000Z,1.55,7.05,2.6,2.22,3.03,0.852,592
2024-01-30T00:00:00.000Z,3.5,17.82,9.94,7.04,13.3,3.509,592
2024-01-31T00:00:00.000Z,1,16.1,2.38,1.6,6.31,3.389,589
2024-02-01T00:00:00.000Z,1.3,16.63,2.58,2.15,3.2,3.445,556
2024-02-02T00:00:00.000Z,1.75,11.15,3.6,2.75,7.38,2.556,548
2024-02-03T00:00:00.000Z,0.9,4.59,1.99,1.65,2.45,0.612,570
2024-02-04T00:00:00.000Z,0.2,4.18,2.1,1.67,2.45,0.726,576
2024-02-05T00:00:00.000Z,0.1,6.07,1.1,0.8,1.4,0.604,589
2024-02-06T00:00:00.000Z,0,3.75,0.98,0.5,2.27,0.996,591
2024-02-07T00:00:00.000Z,0.4,3.9,0.95,0.8,1.2,0.347,586
2024-02-08T00:00:00.000Z,0.1,8.27,0.7,0.53,1,0.727,564
2024-02-09T00:00:00.000Z,0.1,5.3,1.17,0.73,2.5,1.144,581
2024-02-10T00:00:00.000Z,1.75,7.88,3.7,2.92,5.34,1.462,585
2024-02-11T00:00:00.000Z,3.4,12.82,5.32,4.65,6.6,2.071,587
2024-02-12T00:00:00.000Z,0.9,6.32,2.08,1.7,2.95,0.927,587
2024-02-13T00:00:00.000Z,2,20.5,5.78,4.09,10.89,4.686,589
2024-02-14T00:00:00.000Z,2.58,20.02,9.94,6.3,12.88,4.173,590
2024-02-15T00:00:00.000Z,2.52,16.1,7.8,4.63,10.33,3.199,581
2024-02-16T00:00:00.000Z,4.17,19.42,8.93,6.68,12.93,3.742,590
2024-02-17T00:00:00.000Z,0.1,6.72,1.3,0.8,1.95,1.232,587
2024-02-18T00:00:00.000Z,0.4,31.58,4.33,0.9,5.8,3.368,586
2024-02-19T00:00:00.000Z,0.9,15.63,3.81,2.2,8.57,3.212,590
2024-02-20T00:00:00.000Z,0.9,7.5,2.2,1.67,3.35,1.342,592
2024-02-21T00:00:00.000Z,1.2,17.73,4.53,2.45,7.32,4.529,591
2024-02-22T00:00:00.000Z,2.72,26.02,6.6,4.88,9.44,3.362,588
2024-02-23T00:00:00.000Z,0.3,13.35,1.3,1,1.9,2.956,593
2024-02-24T00:00:00.000Z,0.6,13.77,2.6,1.9,3.47,1.627,587
2024-02-25T00:00:00.000Z,0.7,15.93,3.2,1.45,4.57,1.957,589
2024-02-26T00:00:00.000Z,1.4,12.93,8.1,5.18,9.19,2.824,588
2024-02-27T00:00:00.000Z,2.13,6.32,3.67,3.25,4.2,0.714,590
2024-02-28T00:00:00.000Z,2.42,17.3,5.3,3.6,10.88,4.062,592
2024-02-29T00:00:00.000Z,6.4,28.42,9.9,8.43,11.8,2.932,593
2024-03-01T00:00:00.000Z,10.5,62.25,25.02,21.64,27.05,5.995,529
2024-03-02T00:00:00.000Z,22.7,39.5,28.55,26.95,30.66,3.091,589
2024-03-03T00:00:00.000Z,9.35,29.92,16.67,13.73,24.2,5.615,590
2024-03-04T00:00:00.000Z,2.02,17.5,7.07,4.2,9.43,3.648,587
2024-03-05T00:00:00.000Z,1.95,10.15,4.18,3.6,5.8,1.869,587
2024-03-06T00:00:00.000Z,1.52,9.97,4.32,2.93,6.56,2.098,584
2024-03-07T00:00:00.000Z,1.1,3.83,2.2,1.73,2.63,0.555,566
2024-03-08T00:00:00.000Z,0.6,9.94,2.1,1.05,2.95,1.392,587
2024-03-09T00:00:00.000Z,0.75,12.8,2.38,1.63,3.55,2.435,588
2024-03-10T00:00:00.000Z,3.47,16.95,7.93,5.73,9.93,2.963,587
2024-03-11T00:00:00.000Z,3.58,10.27,5.57,4.88,6.57,1.317,570
2024-03-12T00:00:00.000Z,5.77,10.52,7.68,7.2,8.23,0.783,586
2024-03-13T00:00:00.000Z,4.97,26.6,8.41,7.28,13.05,5.829,586
2024-03-14T00:00:00.000Z,8.98,23.1,13.07,11.77,14.88,3.162,583
2024-03-15T00:00:00.000Z,7.4,29.67,11.23,10.27,13.56,2.32,588
2024-03-16T00:00:00.000Z,0.25,14.03,1.87,1.12,9.88,4.517,589
2024-03-17T00:00:00.000Z,0,4.59,0.3,0.17,0.56,0.642,573
2024-03-18T00:00:00.000Z,0.13,1.93,0.52,0.4,0.7,0.256,590
2024-03-19T00:00:00.000Z,0.2,47.8,1.7,1,3.54,3.677,589
2024-03-20T00:00:00.000Z,3.45,16.17,8.63,7.63,10.3,2.094,587
2024-03-21T00:00:00.000Z,1.88,15.2,6.93,4.32,9.9,3.542,592
2024-03-22T00:00:00.000Z,2.75,23.42,12.92,6.72,16.13,5.923,510
2024-03-23T00:00:00.000Z,0.9,4.84,2.45,1.8,2.92,0.727,542
2024-03-24T00:00:00.000Z,1.27,13.82,6.15,4.2,7.7,2.428,577
2024-03-25T00:00:00.000Z,1.48,13.27,6.7,3.09,8.32,2.891,593
2024-03-26T00:00:00.000Z,3.28,13.3,5.55,4.72,6.73,1.584,592
2024-03-27T00:00:00.000Z,3.78,10.13,6.07,5.07,6.8,1.093,593
2024-03-28T00:00:00.000Z,0.4,26.63,5.75,4.8,6.7,4.293,584
2024-03-29T00:00:00.000Z,0.5,9.69,1.63,1.3,2.6,1.994,370
2024-03-30T00:00:00.000Z,3.1,11.73,6.07,4.82,7.4,1.718,583
2024-03-31T00:00:00.000Z,1.8,12.98,3.55,2.96,4.78,1.69,588
2024-04-01T00:00:00.000Z,2.95,12.32,6.38,4.8,8.44,2.162,540
2024-04-02T00:00:00.000Z,0,23.58,1,0.6,4.22,4.786,585
2024-04-03T00:00:00.000Z,0.22,5,1.1,0.8,1.3,0.422,588
2024-04-04T00:00:00.000Z,0.7,19.07,6.55,2.5,11.13,4.816,588
2024-04-05T00:00:00.000Z,1.1,9.6,3.17,1.85,4.32,1.586,587
2024-04-06T00:00:00.000Z,1.92,6.55,3.5,3.05,3.92,0.664,589
2024-04-07T00:00:00.000Z,0.3,6.32,2.9,1.23,4.22,1.595,578
2024-04-08T00:00:00.000Z,0.9,7.9,3.42,2.65,4.15,1.24,551
2024-04-09T00:00:00.000Z,1.12,19.39,3.92,2.63,8.28,4.94,585
2024-04-10T00:00:00.000Z,0.43,8.32,1.95,1.23,2.4,1.518,580
2024-04-11T00:00:00.000Z,2.02,15.6,3.64,3,9.06,4.117,564
2024-04-12T00:00:00.000Z,4.09,18.05,9.07,7.34,10.55,2.667,569
2024-04-13T00:00:00.000Z,3.92,13,7.14,5.79,9.6,2.184,588
2024-04-14T00:00:00.000Z,0.7,8.88,1.33,1.12,1.73,1.961,591
2024-04-15T00:00:00.000Z,0.6,4.13,1.3,1.1,1.52,0.478,589
2024-04-16T00:00:00.000Z,0.03,3.22,1.1,0.7,1.6,0.595,563
2024-04-17T00:00:00.000Z,0.2,29.33,1.26,0.8,1.8,1.71,576
2024-04-18T00:00:00.000Z,0.45,8.75,1.52,1.14,1.92,0.829,591
2024-04-19T00:00:00.000Z,0.8,8.82,2,1.67,2.5,0.962,583
2024-04-20T00:00:00.000Z,0.85,3.9,1.5,1.3,2.17,0.688,565
2024-04-21T00:00:00.000Z,0.6,5.03,1.2,1,1.45,0.639,591
2024-04-22T00:00:00.000Z,0.63,2.4,1.12,0.98,1.35,0.313,584
2024-04-23T00:00:00.000Z,1.2,33.42,2.13,1.8,2.6,2.049,585
2024-04-24T00:00:00.000Z,1.38,5.22,3.45,2.83,3.88,0.738,588
2024-04-25T00:00:00.000Z,1.2,4.45,2.2,1.9,2.58,0.683,586
2024-04-26T00:00:00.000Z,1.3,16,4.63,3.38,5.97,1.84,574
2024-04-27T00:00:00.000Z,1.25,5.95,3.08,2.54,3.55,0.811,589
2024-04-28T00:00:00.000Z,1.73,8.38,3.6,2.92,4.47,1.515,592
2024-04-29T00:00:00.000Z,0.4,5.18,1.6,1.12,2.8,1.194,591
2024-04-30T00:00:00.000Z,1.05,24.98,3.16,2,5.05,2.978,592
2024-05-01T00:00:00.000Z,1.7,8.25,3.1,2.67,3.58,0.713,559
2024-05-02T00:00:00.000Z,1.48,4.95,2.5,2.1,3.1,0.698,593
2024-05-03T00:00:00.000Z,1.07,7.25,1.7,1.5,1.9,0.437,591
2024-05-04T00:00:00.000Z,1.2,11.23,1.8,1.6,2.27,2.349,375
2024-05-05T00:00:00.000Z,2.17,14.1,7.46,4.38,8.86,2.727,480
2024-05-06T00:00:00.000Z,0,8.23,3.17,1.7,4.84,1.971,593
2024-05-07T00:00:00.000Z,0.8,2.9,1.6,1.4,1.88,0.336,591
2024-05-08T00:00:00.000Z,0.8,6.55,2,1.38,2.88,1.171,592
2024-05-09T00:00:00.000Z,1.83,7.97,4.59,4.15,5.09,0.971,592
2024-05-10T00:00:00.000Z,0.98,7.65,3.55,2.1,5.4,1.814,591
2024-05-11T00:00:00.000Z,0.2,35.75,3.42,0.9,4.88,2.619,593
2024-05-12T00:00:00.000Z,0.38,3.2,0.75,0.65,0.9,0.368,589
2024-05-13T00:00:00.000Z,0.4,1.85,0.9,0.77,1.08,0.224,589
2024-05-14T00:00:00.000Z,0.4,2.95,0.9,0.77,1.1,0.257,592
2024-05-15T00:00:00.000Z,1,3.97,2.25,1.66,2.63,0.542,588
2024-05-16T00:00:00.000Z,2.1,4.88,3.3,3.03,3.6,0.455,587
2024-05-17T00:00:00.000Z,1.6,6.3,2.97,2.63,3.35,0.527,591
2024-05-18T00:00:00.000Z,1.8,5.32,2.83,2.52,3.15,0.454,593
2024-05-19T00:00:00.000Z,1.3,5.93,2.5,2.27,2.85,0.654,590
2024-05-20T00:00:00.000Z,1.02,9.4,3.24,1.6,5.03,2.075,592
2024-05-21T00:00:00.000Z,0.5,2.45,1,0.9,1.23,0.277,591
2024-05-22T00:00:00.000Z,0.7,5.8,2.9,2.33,3.83,1.165,592
2024-05-23T00:00:00.000Z,2.92,16.63,5.47,4.3,10.72,3.599,589
2024-05-24T00:00:00.000Z,1.6,12.35,5.67,4.22,9.35,2.796,590
2024-05-25T00:00:00.000Z,1.77,16.82,6.7,3.2,10.85,4.32,591
2024-05-26T00:00:00.000Z,2.13,15.88,7.03,5.47,8.39,2.743,592
2024-05-27T00:00:00.000Z,1.65,11.07,6.17,4.19,8.69,2.464,588
2024-05-28T00:00:00.000Z,1.08,15.55,3.4,2.22,5.69,3.237,593
2024-05-29T00:00:00.000Z,1,9.77,2.72,1.9,4.84,1.977,586
2024-05-30T00:00:00.000Z,1.77,8.5,4.13,3.2,5.47,1.37,587
2024-05-31T00:00:00.000Z,2.95,10.82,5.22,4.53,6.55,1.554,591
2024-06-01T00:00:00.000Z,2.8,12.43,4.34,3.72,6.18,2.313,570
2024-06-02T00:00:00.000Z,1.6,12.32,5.75,3.13,7.15,2.55,591
2024-06-03T00:00:00.000Z,0.73,16.42,2.33,1.58,7.35,4.114,591
2024-06-04T00:00:00.000Z,0.8,5.53,2.15,1.8,2.52,0.837,591
2024-06-05T00:00:00.000Z,0.3,6.15,2.54,1.9,3.24,1.079,592
2024-06-06T00:00:00.000Z,1.23,8.65,2.63,2.29,2.95,0.544,589
2024-06-07T00:00:00.000Z,1.9,8.63,3.3,2.95,4,0.811,591
2024-06-08T00:00:00.000Z,0.3,9.15,4.94,3.58,5.68,2.075,592
2024-06-09T00:00:00.000Z,0.47,4.97,1.65,1.05,2.17,0.855,587
2024-06-10T00:00:00.000Z,0.85,4.65,1.63,1.4,1.94,0.721,589
2024-06-11T00:00:00.000Z,0.5,4.2,2.02,1.67,2.37,0.605,563
2024-06-12T00:00:00.000Z,0.43,4.03,1.2,0.9,1.85,0.594,587
2024-06-13T00:00:00.000Z,0.3,2.35,1.02,0.8,1.3,0.345,579
2024-06-14T00:00:00.000Z,1.14,4.53,1.8,1.6,2.13,0.455,590
2024-06-15T00:00:00.000Z,0.6,8.5,2.9,1.55,4.05,1.875,519
2024-06-16T00:00:00.000Z,0.73,2.92,1.23,1.1,1.62,0.481,592
2024-06-17T00:00:00.000Z,0.82,6.53,1.83,1.4,3.2,1.304,589
2024-06-18T00:00:00.000Z,0.8,12.23,1.85,1.4,4.09,2.696,593
2024-06-19T00:00:00.000Z,0.8,6.1,1.5,1.2,1.82,1.25,589
2024-06-20T00:00:00.000Z,0.6,3.55,1.5,1.2,1.85,0.43,589
2024-06-21T00:00:00.000Z,0.93,6.8,1.9,1.6,2.22,0.586,590
2024-06-22T00:00:00.000Z,1,11.85,3,2.29,3.76,2.025,585
2024-06-23T00:00:00.000Z,0.6,7.13,1.42,1.02,2.29,0.932,584
2024-06-24T00:00:00.000Z,1.35,7.85,3.5,2.72,4.76,1.396,586
2024-06-25T00:00:00.000Z,0.9,6.53,2.8,2.29,3.67,1.006,592
2024-06-26T00:00:00.000Z,1.77,8.35,2.54,2.27,3.13,1.536,593
2024-06-27T00:00:00.000Z,1.5,17.39,4,2.9,4.9,1.466,587
2024-06-28T00:00:00.000Z,0.83,12.67,3.5,2,4.55,2.27,591
